id,label,tweet
3617,1,rt <username> nothing i hate more than a sneaky bitch
3618,0,<username> stfu white trash
3619,1,rt <username> chrisbrown a bitch 4 hittin a woman jayz a bitch 4 lettin a woman hit him bitches needa make up ya mind & 128134 yah want yah a & 8230
3620,1,im feelin like malcolm in the middle these bitches surround me they cant miss em
3621,2,<username> so trash
3622,1,<username> mostly move ya dumb bitch haha
3623,1,drop it a day early fuck niggas need to hear it now & 8220 <username> ed1 was so hard & 128293but thats trash compared to ed2 & 8221
3624,1,rt <username> this bitch is just dead weight pallbearers
3625,1,rt <username> not into dressin to impress these bitches or niggas
3626,2,rt <username> lou gehrig had 17 hand fractures in his career played in 2130 straight games ironhorse yankees <url>
3627,2,jihadis claim to have shot an iraq army mi35 attack helicopter in beji & amp identify its pilot by name rank
3628,1,rt <username> i put my pants on one leg at a time just like you guys but then i eat a plussize model & 8217s pussy in my helicopter
3629,2,lmao the shovel video is pretty awesome she went down like a ton of bricks lol gotta love honky riff raff savages that is all
3630,2,its either a gun a sandwich or both details looking really fuzzy right now and i dont trust any police department in mo
3631,2,& 8220 <username> michael pineda hides pine taron his neck <url> fact that the yankees cheat & 128077 & 128077 & 128077 go red sox boston
3632,2,nope its just yellow otl
3633,1,<username> thats what i thought pussy
3634,1,<username> <username> io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
3635,1,& 8220 <username> im just a bitch ass elf & 8221 <username>
3636,1,<username> fuck you bitches
3637,2,& 9733 best asian massage on the brooklyn park slope top rated spa & 9733718622 0221 24 <url>
3638,1,rt <username> side hoes always winning
3639,1,pau a hoe how u gon play after the trade deadline
3640,1,<username> <username> why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers
3641,2,hoosier fans is cody zeller nominating for this years nba draft iubb
3642,2,<username> this this this pack it up and head to nyc please enjoy being called a hick for a few years come home humbled plans
3643,0,trayvonmartin referred to zimmerman as a creepy ass cracker racist thug
3644,0,<username> <username> lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg
3645,0,<username> may i jump in u ballless dickwad as a conservative feminist disabled vet bitch i wish u luck with a capital f <username>
3646,2,<username> <username> <username> <username> rather than believe that there was a man who was the very definition of good u mock it
3647,2,as chanice say that i realize the coons move from drinking moet to belaire all yuh feel all yuh so fancy with all yuh $ 30 champagne eh
3648,1,yo homegirl fat and got a mustache no need to yass bitch & 128525 & 128525 that
3649,0,what a fag
3650,2,parsons trash
3651,1,& 8220 <username> lool i agree rt & 8220 <username> the most fucked up show i ever watched was misfits & 8221 & 8221 wen simone wifed that hoe was the saddest
3652,2,<username> i also recommend 6pack of shiner bock and 12 hours of brisket duty at the pit feeding oak coals & 128521
3653,2,rt <username> shouldve lost in carolina in houston & amp tonight in st louis lucky seahawks are complete trash
3654,0,<username> if the faggots can have a page y cant theyfaggots offend me more than them
3655,2,may the bird of paradise fly up your nose may an elephant caress you with his toes may your wife have runners u & 8230 <url>
3656,2,king ti vs tip and that troubleman albums all trash
3657,1,rt <username> & 8220 <username> dez is caked up with some bitch or something cause hes not playing like dez bryant & 8221 & 128514 & 128514 & 128514 & 128557 & 128557 god dammit patr & 8230
3658,1,u bitches still fuccin bush
3659,2,stance socks trash
3660,1,rt <username> i be like & 128663___ & 128659 fuck here come the 5o __ & 128663___ & 128659__ be cool son ___ & 128663 & 128659___ man fuck ___ & 128659___ & 128663___ bitch ass & 8230
3661,1,<username> dm me your number hoe
3662,0,<username> <username> here ya go wetback eat this <url>
3663,2,remember when the dude who played young ned followed my youtube channel this was when i actually used my youtube for more than favorites
3664,2,rt <username> rick scott takes 49 % of vote charlie crist takes 46 % scott wins second term <url> sayfie flapol http & 8230
3665,2,rt <username> this crow in aberdeen just won at photobombing pic by steve black via <username> <url>
3666,1,jayz got 1 of the baddest eva that proves men dont really need to look good to pull these hoes want security
3667,2,stupid teacher talks to <username> like hes retarded
3668,2,hey <username> fans if anyone is wondering what the yellow tab on the back of the collar for its for teams that have won a champion
3669,2,baby ill whisper vietnamese to you all soft like ching chong ting o long
3670,1,<username> & 128527 & 128527 & 128527 yas bitch dont have too much fun
3671,1,its bout that time were i feel like beening a hard working woman and a stripper hoe by night dont judge me & 128175 & 9996 & 65039 & 128514
3672,2,rt <username> jamal is a fool & 128514 & 128514 & 128514 first he called me a leprechaun then he said my heart cant be blue or purple it gotta be yellow or & 8230
3673,2,no cuz redskins are dumpster juice rt <username> game of the week still the best rivalry in sports
3674,1,me loving a hoe is ah no no
3675,1,i got 99 problems but a pussy ass bitch aint one
3676,2,guys i just walked into an office and the secretary has a bird looks like i may just find out for myself <url>
3677,0,first thing i do when i hit the lotto is buying <username> two fat bitches and watching her eat both in one sitting
3678,1,yo can i sublet your pussy shitfahdsays
3679,2,rt <username> my bro made out with an ugly chick at a festival while drunk so now hes known as larry bird because he hits threes & 8230
3680,2,rt <username> the strings attached to boxes of animal crackers were originally put there so that the box could be hung from christmas tree & 8230
3681,2,did the italian bird just call janet a calzone uncletweet
3682,2,rt <username> when i make the paper ball into the trash can & 128240 & 127936 & 128168 <url>
3683,2,<username> along with the french blue and buggs bunny viis and the oreo ivs <username>
3684,1,rt <username> stressed backwards is desserts thats why bitches eat junk food when depressed
3685,2,rt <username> hes an idiot rt <username> miserable trash excuse for a man <url>
3686,0,so many hoes whipped you would have thought we were still in slavery
3687,1,i love how my brother actually tries to understand his girl and see her point of view when they argue instead of being a bitch about it
3688,2,<username> youve been talking trash since we were 3 and 5
3689,2,<username> lmao girlllaaaa i dont like em chunky anymore & 128514 & 128514 & 128514 & 128514 & 128567
3690,1,sit the fuck down bitch rt <username> stfu rt <username> y & 8217all act like it doesn & 8217t get cold in denver
3691,0,<username> you gots da bet and da msnbc wit dat colored reverend who only listen to coloreds what else i missing
3692,2,<username> hahaha made ya eat crow
3693,2,your grammar is trash
3694,1,rt <username> kim k a hoe because she fucked 4 dudes we see on tv some of you hoes have fucked 40 dudes that dont even got a tv
3695,2,graham crackers and hazelnut coffee are my fave & 128152 & 9786 & 65039
3696,1,rt <username> im really chill i talk to everyone im far from being a stuck up bitch
3697,1,<username> time to call hoes
3698,1,rt <username> can i get a fuck you to these bitches from all of my niggas who dont love hoes they get no dough
3699,1,& 8220 <username> you gotta fuck every race just to see which dickpussy you like the best & 8221 thot
3700,1,& 8220 <username> you know idgaf about a womans lingerie matching when i love hairy pussy so much & 128514 & 8221 & 128567
3701,2,rt <username> poont gotta be trash
3702,1,<username> johans a free agent harveys hurt you retard and its valverde ignorance
3703,2,overripe eggplants are not good eats uncletweet
3704,1,haha bitch ass gucci
3705,2,<username> a music suggestion is lil spook
3706,1,cute japanese teen gets her tiight pussy fucked while sucking & 160cock <url>
3707,2,& 8220 <username> what & 8217s going to be your pick for selectionsunday 2for5 watchlikeaking <url> dis make colored folk happy
3708,1,<username> bitch you hella late i went yesterday lol
